config,run_dir,policy,memory_budget_mib,epsilon,delta,mean_quality_loss,p50_quality_loss,p95_quality_loss,p99_quality_loss,cvar_quality_loss,violation_rate,worst_group_violation,delta_slack,safe_ratio,risk_upper_mean,pred_loss_mean,mean_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_peak_memory_mib,p95_peak_memory_mib,mean_kv_cache_memory_mib,p95_kv_cache_memory_mib,fallback_ratio,exact_fallback_ratio,exact_action_ratio,lossy_action_ratio,candidate_safe_count,controller_overhead_ms,controller_qrp_ms,controller_cg_ms,controller_stc_ms,oracle_cost_ms,optimality_gap,audit_rate,action_distribution
configs/pilot.yaml,out/20260806_092355_pilot,utility_dynamic,5000.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,0.0,0.0,530.5299562960863,261.2787336111069,2807.068020105362,2931.1161637306213,4686.205556640625,5101.89013671875,36.1615625,72.625,1.0,1.0,1.0,0.0,2.61,,,,,,,,"{""full_gpu"": 100}"
configs/pilot.yaml,out/20260806_092355_pilot,uncalibrated_dynamic,5000.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,0.0,0.0,530.5299562960863,261.2787336111069,2807.068020105362,2931.1161637306213,4686.205556640625,5101.89013671875,36.1615625,72.625,1.0,1.0,1.0,0.0,2.61,,,,,,,,"{""full_gpu"": 100}"
configs/pilot.yaml,out/20260806_092355_pilot,full_lru,4900.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,,,530.5299562960863,261.2787336111069,2807.068020105362,2931.1161637306213,4686.205556640625,5101.89013671875,36.1615625,72.625,0.0,0.0,1.0,0.0,,,,,,,,,"{""full_gpu"": 100}"
configs/pilot.yaml,out/20260806_092355_pilot,static_best,4900.0,0.1,0.1,0.03007422814612072,0.0,0.14830214830214827,0.26074074074074083,0.22952038128288718,0.11,0.23529411764705882,-0.009999999999999995,0.0,0.23862374758582341,0.043948629331957256,629.9034322798252,336.99971437454224,2955.2577324211597,3083.8904716074467,4662.450024414063,5054.59033203125,7.047108154296875,14.38409423828125,1.0,0.0,0.0,1.0,,,,,,,,,"{""h2o_heavy10_recent10"": 100}"
configs/pilot.yaml,out/20260806_092355_pilot,static_safe,4900.0,0.1,0.1,0.021206948135170784,0.0,0.11764705882352933,0.19999999999999996,0.1591577797125382,0.07,0.2222222222222222,0.03,0.0,0.20848261221610437,0.0266627631177241,628.9320578053594,333.99953693151474,2919.815383851528,3099.2883816361427,4667.030185546875,5063.376953125,14.149117431640626,28.7681884765625,1.0,0.0,0.0,1.0,,,,,,,,,"{""h2o_heavy20_recent20"": 100}"
configs/pilot.yaml,out/20260806_092355_pilot,tailguard,4900.0,0.1,0.1,0.009753436401222955,0.0,0.06153846153846143,0.15294117647058825,0.11663482977314414,0.03,0.07407407407407407,0.07,1.0,0.056039539649836094,0.00868312487907203,693.9058106392622,269.93709430098534,4019.3933360278606,4538.325294852257,4668.558671875,5048.921875,17.9782763671875,55.5625,0.28,0.28,0.28,0.72,1.61,0.6994681432843208,0.6457611545920372,0.017234347760677338,0.6699567660689354,,,,"{""full_gpu"": 28, ""kivi_2bit_residual64"": 45, ""kivi_4bit_residual32"": 27}"
configs/pilot.yaml,out/20260806_092355_pilot,quality_oracle,4900.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,529.2449314892292,261.2787336111069,2807.068020105362,2931.1161637306213,4685.937592773437,5101.89013671875,35.82753723144531,72.625,0.0,0.0,0.98,0.02,,,,,,0.005115866661071777,,,"{""full_gpu"": 98, ""h2o_heavy15_recent15"": 1, ""h2o_heavy20_recent20"": 1}"
configs/pilot.yaml,out/20260806_092355_pilot,utility_dynamic,4900.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,530.5299562960863,261.2787336111069,2807.068020105362,2931.1161637306213,4686.205556640625,5101.89013671875,36.1615625,72.625,1.0,1.0,1.0,0.0,2.61,,,,,,,,"{""full_gpu"": 100}"
configs/pilot.yaml,out/20260806_092355_pilot,uncalibrated_dynamic,4900.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,530.5299562960863,261.2787336111069,2807.068020105362,2931.1161637306213,4686.205556640625,5101.89013671875,36.1615625,72.625,1.0,1.0,1.0,0.0,2.61,,,,,,,,"{""full_gpu"": 100}"
configs/pilot.yaml,out/20260806_092355_pilot,full_lru,5000.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,,,530.5299562960863,261.2787336111069,2807.068020105362,2931.1161637306213,4686.205556640625,5101.89013671875,36.1615625,72.625,0.0,0.0,1.0,0.0,,,,,,,,,"{""full_gpu"": 100}"
configs/pilot.yaml,out/20260806_092355_pilot,static_best,5000.0,0.1,0.1,0.03007422814612072,0.0,0.14830214830214827,0.26074074074074083,0.22952038128288718,0.11,0.23529411764705882,-0.009999999999999995,0.0,0.23862374758582341,0.043948629331957256,629.9034322798252,336.99971437454224,2955.2577324211597,3083.8904716074467,4662.450024414063,5054.59033203125,7.047108154296875,14.38409423828125,1.0,0.0,0.0,1.0,,,,,,,,,"{""h2o_heavy10_recent10"": 100}"
configs/pilot.yaml,out/20260806_092355_pilot,static_safe,5000.0,0.1,0.1,0.021206948135170784,0.0,0.11764705882352933,0.19999999999999996,0.1591577797125382,0.07,0.2222222222222222,0.03,0.0,0.20848261221610437,0.0266627631177241,628.9320578053594,333.99953693151474,2919.815383851528,3099.2883816361427,4667.030185546875,5063.376953125,14.149117431640626,28.7681884765625,1.0,0.0,0.0,1.0,,,,,,,,,"{""h2o_heavy20_recent20"": 100}"
configs/pilot.yaml,out/20260806_092355_pilot,tailguard,5000.0,0.1,0.1,0.009753436401222955,0.0,0.06153846153846143,0.15294117647058825,0.11663482977314414,0.03,0.07407407407407407,0.07,1.0,0.056039539649836094,0.00868312487907203,693.9058106392622,269.93709430098534,4019.3933360278606,4538.325294852257,4668.558671875,5048.921875,17.9782763671875,55.5625,0.28,0.28,0.28,0.72,1.61,0.6863009184598923,0.6340318918228149,0.016363076865673065,0.6573748216032982,,,,"{""full_gpu"": 28, ""kivi_2bit_residual64"": 45, ""kivi_4bit_residual32"": 27}"
configs/pilot.yaml,out/20260806_092355_pilot,quality_oracle,5000.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,529.2449314892292,261.2787336111069,2807.068020105362,2931.1161637306213,4685.937592773437,5101.89013671875,35.82753723144531,72.625,0.0,0.0,0.98,0.02,,,,,,0.0049798935651779175,,,"{""full_gpu"": 98, ""h2o_heavy15_recent15"": 1, ""h2o_heavy20_recent20"": 1}"
configs/pilot.yaml,out/20260806_092355_pilot,utility_dynamic,5000.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,530.5299562960863,261.2787336111069,2807.068020105362,2931.1161637306213,4686.205556640625,5101.89013671875,36.1615625,72.625,1.0,1.0,1.0,0.0,2.61,,,,,,,,"{""full_gpu"": 100}"
configs/pilot.yaml,out/20260806_092355_pilot,uncalibrated_dynamic,5000.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,530.5299562960863,261.2787336111069,2807.068020105362,2931.1161637306213,4686.205556640625,5101.89013671875,36.1615625,72.625,1.0,1.0,1.0,0.0,2.61,,,,,,,,"{""full_gpu"": 100}"
