session_id,turn_index,request_id,profile,event,kv_incremental_mib,kv_cumulative_mib,resident_kv_mib_before,resident_kv_mib_after,restore_ms,recompute_ms,evicted_kv_mib,budget_hit
session_040,0,session_040_turn_000,kivi_4bit_residual64,resident,0.13671875,0.13671875,0.0,0.13671875,0.0,0.0,0.0,False
session_038,2,session_038_turn_002,kivi_4bit_residual64,resident,0.93408203125,2.80224609375,1.8681640625,2.80224609375,0.0,0.0,0.0,False
session_039,2,session_039_turn_002,kivi_4bit_residual64,resident,1.904296875,5.712890625,3.80859375,5.712890625,0.0,0.0,0.0,False
session_041,0,session_041_turn_000,kivi_4bit_residual64,resident,0.01953125,0.01953125,0.0,0.01953125,0.0,0.0,0.0,False
session_039,0,session_039_turn_000,kivi_4bit_residual64,resident,0.44189453125,0.44189453125,0.0,0.44189453125,0.0,0.0,0.0,False
session_040,1,session_040_turn_001,kivi_4bit_residual64,resident,1.63818359375,3.2763671875,1.63818359375,3.2763671875,0.0,0.0,0.0,False
session_042,0,session_042_turn_000,kivi_4bit_residual64,resident,0.03759765625,0.03759765625,0.0,0.03759765625,0.0,0.0,0.0,False
session_039,1,session_039_turn_001,kivi_4bit_residual64,resident,0.55322265625,1.1064453125,0.55322265625,1.1064453125,0.0,0.0,0.0,False
session_041,3,session_041_turn_003,kivi_4bit_residual64,resident,1.4091796875,5.63671875,4.2275390625,5.63671875,0.0,0.0,0.0,False
session_043,0,session_043_turn_000,kivi_4bit_residual64,resident,0.01904296875,0.01904296875,0.0,0.01904296875,0.0,0.0,0.0,False
session_041,1,session_041_turn_001,kivi_4bit_residual64,resident,0.38037109375,0.7607421875,0.38037109375,0.7607421875,0.0,0.0,0.0,False
session_042,2,session_042_turn_002,kivi_4bit_residual64,resident,1.7001953125,5.1005859375,3.400390625,5.1005859375,0.0,0.0,0.0,False
session_044,0,session_044_turn_000,kivi_4bit_residual64,resident,0.0439453125,0.0439453125,0.0,0.0439453125,0.0,0.0,0.0,False
session_041,2,session_041_turn_002,kivi_4bit_residual64,resident,0.896484375,2.689453125,1.79296875,2.689453125,0.0,0.0,0.0,False
session_043,3,session_043_turn_003,kivi_4bit_residual64,resident,1.283203125,5.1328125,3.849609375,5.1328125,0.0,0.0,0.0,False
session_045,0,session_045_turn_000,kivi_4bit_residual64,resident,0.00244140625,0.00244140625,0.0,0.00244140625,0.0,0.0,0.0,False
session_042,1,session_042_turn_001,kivi_4bit_residual64,resident,0.5810546875,1.162109375,0.5810546875,1.162109375,0.0,0.0,0.0,False
session_043,4,session_043_turn_004,kivi_4bit_residual64,resident,3.38525390625,16.92626953125,13.541015625,16.92626953125,0.0,0.0,0.0,False
session_045,1,session_045_turn_001,kivi_4bit_residual64,resident,0.05810546875,0.1162109375,0.05810546875,0.1162109375,0.0,0.0,0.0,False
